ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered%,Weight_in_gms,Reached.on.Time_Y.N,Final_Price,Delivery_Status,Product_Tier,Shipment_Date,Discount_Amount
10009,D,Flight,4,3,136,3,medium,F,4,5769,1,130.56,On Time,Medium,2023-02-13,5.44
10062,F,Ship,3,1,189,3,low,M,1,4886,0,187.11,Delayed,Low,2023-04-18,1.89
5345,C,Flight,4,3,241,2,medium,F,4,5942,1,231.36,On Time,Medium,2023-03-03,9.64
10186,B,Ship,6,2,289,5,medium,F,10,1607,1,260.1,On Time,Medium,2023-08-24,28.9
873,A,Ship,3,1,178,5,low,F,15,1242,1,151.3,On Time,Low,2023-01-14,26.7
5466,F,Road,6,4,304,4,low,M,6,1890,1,285.76,On Time,Low,2023-06-29,18.24
2543,C,Ship,2,5,190,8,medium,M,11,2976,1,169.1,On Time,Medium,2023-04-09,20.9
5851,D,Ship,2,4,114,5,high,F,5,5334,1,108.3,On Time,High,2023-07-21,5.7
9267,A,Ship,3,3,217,3,medium,M,10,5439,0,195.3,Delayed,Medium,2023-07-25,21.7
7216,B,Ship,6,2,254,5,low,M,7,1638,1,236.22,On Time,Low,2023-02-03,17.78
1228,B,Road,3,4,200,3,medium,F,49,2942,1,102,On Time,Medium,2023-12-05,98
5672,F,Ship,4,2,246,3,low,F,1,5815,1,243.54,On Time,Low,2023-03-18,2.46
9975,A,Road,5,2,192,2,low,M,5,4046,0,182.4,Delayed,Low,2023-09-10,9.6
3865,D,Ship,6,2,218,6,medium,M,1,4558,1,215.82,On Time,Medium,2023-01-07,2.18
3742,B,Ship,5,1,167,3,medium,M,3,4267,1,161.99,On Time,Medium,2023-05-13,5.01
4620,F,Ship,6,5,215,4,medium,M,5,5409,1,204.25,On Time,Medium,2023-08-22,10.75
7318,B,Ship,3,5,180,4,low,F,9,5105,1,163.8,On Time,Low,2023-09-24,16.2
8984,F,Ship,5,5,198,2,high,M,3,5249,0,192.06,Delayed,High,2023-06-24,5.94
2074,B,Ship,5,1,214,3,low,M,33,2562,1,143.38,On Time,Low,2023-05-26,70.62
3233,C,Ship,3,3,255,2,low,M,8,5955,1,234.6,On Time,Low,2023-04-13,20.4
2000,F,Ship,3,4,249,3,low,M,31,3489,1,171.81,On Time,Low,2023-01-11,77.19
8935,D,Ship,5,2,268,5,medium,F,2,1061,1,262.64,On Time,Medium,2023-05-07,5.36
722,F,Ship,3,4,138,3,low,F,54,1648,1,63.48,On Time,Low,2023-02-26,74.52
4071,A,Ship,4,4,129,6,medium,F,7,4873,1,119.97,On Time,Medium,2023-02-23,9.03
81,A,Ship,3,4,180,2,medium,F,49,1942,1,91.8,On Time,Medium,2023-02-15,88.2
7123,D,Flight,5,1,198,4,low,F,5,5025,1,188.1,On Time,Low,2023-06-27,9.9
9859,D,Road,6,3,166,5,medium,F,3,4596,1,161.02,On Time,Medium,2023-04-22,4.98
4987,D,Ship,7,1,278,4,low,M,10,1508,1,250.2,On Time,Low,2023-07-02,27.8
6658,B,Ship,3,3,188,2,medium,F,2,4336,0,184.24,Delayed,Medium,2023-01-27,3.76
9989,C,Road,3,5,148,3,low,M,4,5919,0,142.08,Delayed,Low,2023-06-23,5.92
5380,B,Ship,3,5,258,3,low,M,5,4314,1,245.1,On Time,Low,2023-03-09,12.9
1366,B,Flight,3,1,167,3,low,M,1,1252,1,165.33,On Time,Low,2023-01-15,1.67
1928,F,Flight,5,2,151,3,medium,M,20,1395,1,120.8,On Time,Medium,2023-02-01,30.2
10174,B,Ship,4,3,211,2,low,F,6,5473,1,198.34,On Time,Low,2023-11-29,12.66
1202,F,Ship,6,1,213,3,low,M,63,1548,1,78.81,On Time,Low,2023-07-30,134.19
2863,D,Road,5,2,225,3,medium,F,29,2411,1,159.75,On Time,Medium,2023-10-02,65.25
38,F,Ship,2,4,181,6,medium,F,16,3605,1,152.04,On Time,Medium,2023-01-08,28.96
5623,D,Flight,4,3,266,6,medium,F,5,5209,0,252.7,Delayed,Medium,2023-07-28,13.3
7428,F,Ship,5,5,264,3,high,F,3,5835,1,256.08,On Time,High,2023-10-11,7.92
293,C,Ship,4,3,211,4,medium,M,40,3106,1,126.6,On Time,Medium,2023-06-21,84.4
7625,C,Ship,5,1,210,2,low,M,2,4079,1,205.8,On Time,Low,2023-03-18,4.2
4758,F,Ship,7,3,250,5,medium,F,4,1163,1,240,On Time,Medium,2023-10-23,10
820,B,Flight,4,5,154,2,low,F,49,1532,1,78.54,On Time,Low,2023-05-23,75.46
6623,C,Ship,6,5,152,4,medium,F,8,5351,0,139.84,Delayed,Medium,2023-01-04,12.16
6166,B,Flight,5,5,267,3,medium,M,9,4775,1,242.97,On Time,Medium,2023-10-27,24.03
6683,C,Ship,5,4,245,3,high,M,4,4298,0,235.2,Delayed,High,2023-09-04,9.8
4456,B,Ship,5,1,224,2,medium,M,4,5063,0,215.04,Delayed,Medium,2023-10-11,8.96
1342,B,Ship,5,3,201,2,low,M,4,3757,1,192.96,On Time,Low,2023-04-16,8.04
530,F,Road,6,1,243,4,high,F,22,3537,1,189.54,On Time,High,2023-04-17,53.46
4421,C,Ship,4,5,206,2,low,F,10,4264,1,185.4,On Time,Low,2023-11-25,20.6
2382,F,Ship,3,5,119,3,medium,M,7,1021,1,110.67,On Time,Medium,2023-11-04,8.33
9725,C,Flight,5,1,139,3,medium,M,2,5632,0,136.22,Delayed,Medium,2023-03-07,2.78
6228,F,Ship,5,1,249,4,medium,M,5,1027,1,236.55,On Time,Medium,2023-03-27,12.45
3372,F,Ship,4,3,270,2,high,F,5,5346,0,256.5,Delayed,High,2023-11-14,13.5
1584,F,Ship,5,5,214,3,low,F,31,2033,1,147.66,On Time,Low,2023-10-07,66.34
55,D,Ship,4,3,203,3,high,M,12,3539,1,178.64,On Time,High,2023-08-15,24.36
3859,D,Ship,3,3,159,4,medium,M,9,4214,0,144.69,Delayed,Medium,2023-10-01,14.31
2753,C,Flight,5,4,167,7,medium,F,23,1691,1,128.59,On Time,Medium,2023-04-23,38.41
6773,C,Ship,2,5,185,3,low,F,9,5810,0,168.35,Delayed,Low,2023-12-06,16.65
4565,C,Ship,6,3,310,4,low,F,2,1817,0,303.8,Delayed,Low,2023-07-23,6.2
8967,A,Ship,4,4,258,3,high,M,10,4958,1,232.2,On Time,High,2023-06-10,25.8
9959,C,Ship,5,2,250,6,low,M,1,1296,1,247.5,On Time,Low,2023-10-04,2.5
9357,A,Ship,6,4,287,4,medium,M,7,1141,1,266.91,On Time,Medium,2023-09-26,20.09
2023,D,Ship,4,4,264,2,medium,F,12,2203,1,232.32,On Time,Medium,2023-11-27,31.68
1131,A,Ship,5,1,230,6,low,F,60,2067,1,92,On Time,Low,2023-01-08,138
2532,F,Ship,4,1,151,3,high,F,39,1458,1,92.11,On Time,High,2023-12-22,58.89
9447,A,Road,6,5,260,4,low,F,8,1347,1,239.2,On Time,Low,2023-07-31,20.8
1720,B,Ship,3,2,243,3,medium,M,31,3943,1,167.67,On Time,Medium,2023-10-27,75.33
1363,D,Road,4,5,233,3,medium,F,43,3856,1,132.81,On Time,Medium,2023-03-11,100.19
6949,D,Ship,3,4,205,5,low,F,4,4483,0,196.8,Delayed,Low,2023-05-26,8.2
10269,A,Road,4,5,198,3,low,M,2,4272,0,194.04,Delayed,Low,2023-07-29,3.96
6653,C,Ship,3,4,235,2,low,F,10,4575,0,211.5,Delayed,Low,2023-02-26,23.5
7330,B,Ship,4,5,135,3,low,M,1,5013,0,133.65,Delayed,Low,2023-04-17,1.35
58,B,Ship,3,3,193,3,medium,F,29,3453,1,137.03,On Time,Medium,2023-05-24,55.97
5960,F,Ship,3,4,133,8,medium,F,10,5439,1,119.7,On Time,Medium,2023-04-21,13.3
8624,F,Road,5,1,239,5,low,F,6,1815,0,224.66,Delayed,Low,2023-08-30,14.34
8877,A,Ship,6,3,281,4,medium,F,8,1884,0,258.52,Delayed,Medium,2023-06-14,22.48
2515,D,Ship,4,4,141,2,low,M,7,1479,1,131.13,On Time,Low,2023-04-07,9.87
9982,B,Road,4,2,219,4,low,M,8,5660,0,201.48,Delayed,Low,2023-04-29,17.52
5009,C,Ship,3,2,262,7,high,M,5,5985,1,248.9,On Time,High,2023-06-25,13.1
4767,A,Ship,5,4,199,4,medium,M,2,4902,1,195.02,On Time,Medium,2023-12-15,3.98
9204,F,Ship,3,4,225,4,medium,F,9,5575,0,204.75,Delayed,Medium,2023-10-18,20.25
3767,C,Ship,5,2,156,4,low,M,8,5014,0,143.52,Delayed,Low,2023-01-06,12.48
4204,B,Ship,4,5,172,4,medium,M,8,5900,1,158.24,On Time,Medium,2023-06-28,13.76
613,D,Ship,4,3,187,3,low,M,61,2207,1,72.93,On Time,Low,2023-09-15,114.07
7328,F,Ship,3,3,165,2,low,M,8,5813,0,151.8,Delayed,Low,2023-10-17,13.2
10082,F,Ship,3,2,215,2,low,F,7,4305,0,199.95,Delayed,Low,2023-01-24,15.05
4,B,Flight,3,3,176,4,medium,M,10,1177,1,158.4,On Time,Medium,2023-06-26,17.6
4352,F,Ship,3,4,220,3,medium,F,5,5078,0,209,Delayed,Medium,2023-12-27,11
2136,F,Ship,3,3,188,4,medium,M,3,3075,1,182.36,On Time,Medium,2023-01-04,5.64
4411,D,Ship,3,5,197,3,medium,F,2,4018,1,193.06,On Time,Medium,2023-01-09,3.94
1026,F,Ship,5,4,191,4,medium,M,63,2039,1,70.67,On Time,Medium,2023-03-13,120.33
5127,A,Ship,3,5,253,2,low,M,8,5476,1,232.76,On Time,Low,2023-04-17,20.24
64,B,Ship,3,1,177,3,medium,M,61,1880,1,69.03,On Time,Medium,2023-05-03,107.97
3066,F,Ship,3,3,243,3,medium,F,27,2052,1,177.39,On Time,Medium,2023-05-26,65.61
3173,C,Ship,4,4,172,3,medium,F,1,4201,0,170.28,Delayed,Medium,2023-09-20,1.72
1973,C,Ship,4,5,243,2,low,M,19,2829,1,196.83,On Time,Low,2023-11-03,46.17
4965,A,Ship,4,1,177,2,medium,M,6,5566,0,166.38,Delayed,Medium,2023-07-01,10.62
4886,F,Ship,5,1,172,2,high,F,7,5165,0,159.96,Delayed,High,2023-07-06,12.04
7712,F,Ship,7,5,267,4,medium,F,10,1067,0,240.3,Delayed,Medium,2023-09-29,26.7
8288,F,Ship,6,4,217,4,medium,F,4,4247,1,208.32,On Time,Medium,2023-12-22,8.68
7458,F,Ship,4,5,226,6,medium,F,10,1348,1,203.4,On Time,Medium,2023-08-26,22.6
6664,B,Ship,2,1,143,3,low,M,4,4512,0,137.28,Delayed,Low,2023-05-26,5.72
8364,F,Flight,5,1,228,5,low,F,7,1818,0,212.04,Delayed,Low,2023-07-15,15.96
8085,A,Flight,2,5,239,2,low,F,9,5363,1,217.49,On Time,Low,2023-01-09,21.51
7665,A,Road,2,2,149,4,medium,M,7,4598,0,138.57,Delayed,Medium,2023-04-09,10.43
7867,D,Ship,6,5,278,5,medium,F,2,4361,1,272.44,On Time,Medium,2023-10-17,5.56
4114,B,Flight,5,1,238,2,medium,M,5,5441,1,226.1,On Time,Medium,2023-07-02,11.9
2285,C,Ship,6,3,134,8,high,F,12,1371,1,117.92,On Time,High,2023-04-14,16.08
8133,A,Ship,4,4,247,2,medium,M,9,5095,0,224.77,Delayed,Medium,2023-10-17,22.23
9440,F,Road,5,4,244,5,medium,F,1,1320,0,241.56,Delayed,Medium,2023-04-08,2.44
66,F,Ship,3,2,202,3,low,M,49,2881,1,103.02,On Time,Low,2023-12-11,98.98
4978,B,Ship,4,2,254,10,high,M,7,5820,0,236.22,Delayed,High,2023-01-31,17.78
6258,F,Ship,6,2,292,4,low,F,2,1565,0,286.16,Delayed,Low,2023-01-19,5.84
1724,F,Ship,5,3,133,4,medium,F,29,1094,1,94.43,On Time,Medium,2023-10-13,38.57
5427,A,Ship,4,4,239,3,low,M,4,4756,0,229.44,Delayed,Low,2023-10-17,9.56
2133,A,Ship,4,1,235,3,high,F,22,3695,1,183.3,On Time,High,2023-03-21,51.7
10350,F,Ship,4,4,185,3,low,F,2,5288,1,181.3,On Time,Low,2023-10-20,3.7
9190,B,Flight,5,1,232,5,medium,F,7,1069,1,215.76,On Time,Medium,2023-05-22,16.24
7059,A,Ship,3,4,226,2,medium,F,1,5460,0,223.74,Delayed,Medium,2023-09-28,2.26
4762,B,Ship,5,5,276,4,low,M,2,1411,1,270.48,On Time,Low,2023-05-10,5.52
3104,F,Ship,3,5,159,3,low,M,46,1857,1,85.86,On Time,Low,2023-11-14,73.14
7690,B,Ship,3,2,199,3,medium,F,8,4164,1,183.08,On Time,Medium,2023-05-29,15.92
5317,D,Road,4,3,227,2,low,M,3,4375,0,220.19,Delayed,Low,2023-02-01,6.81
4083,A,Ship,6,2,144,7,high,M,1,5501,0,142.56,Delayed,High,2023-09-30,1.44
1443,A,Ship,3,4,155,4,low,M,54,1885,1,71.3,On Time,Low,2023-04-15,83.7
10094,F,Ship,3,1,173,2,medium,F,1,5927,1,171.27,On Time,Medium,2023-04-09,1.73
4601,C,Ship,3,5,256,3,low,M,7,4366,1,238.08,On Time,Low,2023-08-25,17.92
7311,A,Ship,4,4,218,4,medium,F,10,4967,0,196.2,Delayed,Medium,2023-12-12,21.8
7985,C,Ship,4,2,204,8,low,F,1,4038,1,201.96,On Time,Low,2023-06-28,2.04
2329,D,Flight,6,4,190,3,low,M,7,3175,1,176.7,On Time,Low,2023-12-18,13.3
7331,C,Ship,4,1,200,3,low,M,5,4686,0,190,Delayed,Low,2023-08-16,10
827,C,Flight,5,2,232,2,medium,M,24,2174,1,176.32,On Time,Medium,2023-03-20,55.68
6642,F,Ship,5,5,135,2,low,F,1,4324,1,133.65,On Time,Low,2023-02-16,1.35
2173,D,Road,2,3,255,3,low,M,27,3484,1,186.15,On Time,Low,2023-11-14,68.85
3548,F,Road,3,3,163,3,medium,M,2,5791,1,159.74,On Time,Medium,2023-11-06,3.26
2507,C,Ship,5,4,243,3,low,F,35,2899,1,157.95,On Time,Low,2023-06-19,85.05
1008,F,Ship,4,5,170,3,low,F,9,1138,1,154.7,On Time,Low,2023-11-29,15.3
1025,C,Ship,3,2,221,3,low,F,21,3686,1,174.59,On Time,Low,2023-07-26,46.41
6757,D,Ship,4,3,239,3,medium,M,9,5897,1,217.49,On Time,Medium,2023-03-30,21.51
6869,C,Ship,6,4,261,4,low,F,5,1794,1,247.95,On Time,Low,2023-03-07,13.05
10686,F,Flight,3,5,133,4,low,M,10,4151,0,119.7,Delayed,Low,2023-01-17,13.3
339,A,Ship,3,5,261,3,medium,M,15,2989,1,221.85,On Time,Medium,2023-04-10,39.15
2085,A,Ship,3,2,173,3,high,M,40,1723,1,103.8,On Time,High,2023-10-05,69.2
10363,D,Ship,3,3,217,3,low,F,6,4887,0,203.98,Delayed,Low,2023-10-08,13.02
8161,D,Ship,4,3,209,5,medium,M,6,4384,0,196.46,Delayed,Medium,2023-03-17,12.54
2047,D,Road,5,2,262,6,medium,M,10,3164,1,235.8,On Time,Medium,2023-09-19,26.2
10945,D,Road,5,4,236,5,medium,F,4,1948,0,226.56,Delayed,Medium,2023-07-15,9.44
8665,D,Ship,3,3,202,4,low,F,9,4917,0,183.82,Delayed,Low,2023-05-10,18.18
10285,D,Flight,4,4,148,3,low,M,4,5716,1,142.08,On Time,Low,2023-03-01,5.92
2899,D,Ship,4,2,180,3,low,M,22,1261,1,140.4,On Time,Low,2023-06-30,39.6
4857,A,Ship,4,5,245,3,low,F,7,4297,0,227.85,Delayed,Low,2023-10-19,17.15
9752,F,Ship,4,3,212,3,low,F,1,4518,0,209.88,Delayed,Low,2023-10-13,2.12
10023,A,Ship,3,1,186,3,medium,F,4,5515,1,178.56,On Time,Medium,2023-02-06,7.44
2161,D,Ship,3,4,254,2,medium,F,44,3786,1,142.24,On Time,Medium,2023-10-10,111.76
239,C,Ship,2,3,140,3,low,F,23,1372,1,107.8,On Time,Low,2023-02-11,32.2
6041,C,Flight,6,3,264,4,medium,F,6,1622,1,248.16,On Time,Medium,2023-10-30,15.84
2096,F,Ship,3,4,153,2,medium,M,37,1740,1,96.39,On Time,Medium,2023-02-13,56.61
9765,A,Ship,3,5,161,2,low,F,8,5021,0,148.12,Delayed,Low,2023-08-28,12.88
2036,F,Road,5,2,142,2,low,F,55,1758,1,63.9,On Time,Low,2023-12-26,78.1
9168,F,Road,6,4,260,4,low,F,1,1883,0,257.4,Delayed,Low,2023-04-28,2.6
8630,F,Flight,6,4,258,4,low,F,7,1726,1,239.94,On Time,Low,2023-10-05,18.06
3965,C,Road,3,1,260,2,medium,F,6,4332,0,244.4,Delayed,Medium,2023-12-31,15.6
9278,F,Ship,3,1,251,6,medium,M,10,4912,0,225.9,Delayed,Medium,2023-10-22,25.1
10569,A,Ship,4,4,233,3,low,F,5,5421,0,221.35,Delayed,Low,2023-11-04,11.65
5733,A,Road,3,4,247,3,low,M,10,5749,1,222.3,On Time,Low,2023-07-29,24.7
10800,F,Road,4,3,245,6,medium,M,2,1727,1,240.1,On Time,Medium,2023-11-19,4.9
3687,A,Road,4,2,197,3,low,M,4,5800,0,189.12,Delayed,Low,2023-03-23,7.88
8583,A,Ship,5,5,271,2,medium,M,6,4788,1,254.74,On Time,Medium,2023-05-30,16.26
5801,C,Ship,3,5,183,2,low,M,8,5881,1,168.36,On Time,Low,2023-04-10,14.64
6842,F,Road,3,4,207,2,low,M,6,5852,1,194.58,On Time,Low,2023-10-15,12.42
2699,C,Ship,4,3,269,3,low,F,7,2538,1,250.17,On Time,Low,2023-10-19,18.83
6832,B,Road,5,1,168,2,low,F,10,4240,0,151.2,Delayed,Low,2023-06-14,16.8
7301,C,Ship,3,4,267,2,low,M,9,5940,0,242.97,Delayed,Low,2023-10-31,24.03
6688,B,Road,5,4,221,5,low,M,6,5059,0,207.74,Delayed,Low,2023-12-03,13.26
9744,F,Flight,4,4,146,3,medium,F,6,4672,1,137.24,On Time,Medium,2023-04-28,8.76
269,C,Road,3,5,241,3,low,F,21,3078,1,190.39,On Time,Low,2023-08-25,50.61
1757,C,Road,3,1,262,2,low,F,28,2940,1,188.64,On Time,Low,2023-08-05,73.36
8518,B,Ship,4,4,183,4,low,F,6,4562,1,172.02,On Time,Low,2023-11-03,10.98
7248,F,Road,3,2,185,4,low,F,8,5545,0,170.2,Delayed,Low,2023-11-20,14.8
7353,A,Ship,5,1,163,3,medium,F,1,5194,0,161.37,Delayed,Medium,2023-09-04,1.63
8296,B,Ship,3,3,174,2,low,F,1,5556,0,172.26,Delayed,Low,2023-09-12,1.74
591,A,Ship,4,1,214,5,medium,M,51,2669,1,104.86,On Time,Medium,2023-07-05,109.14
4766,F,Ship,4,4,140,3,low,F,4,5924,1,134.4,On Time,Low,2023-01-21,5.6
6062,F,Ship,3,5,271,2,medium,M,7,4958,0,252.03,Delayed,Medium,2023-08-16,18.97
6468,F,Ship,4,1,173,4,medium,F,1,4684,0,171.27,Delayed,Medium,2023-01-17,1.73
1875,A,Ship,4,5,217,4,medium,F,12,2217,1,190.96,On Time,Medium,2023-05-14,26.04
8937,A,Ship,4,3,225,5,medium,M,3,1224,0,218.25,Delayed,Medium,2023-11-16,6.75
9564,F,Road,4,5,191,2,low,M,10,5068,1,171.9,On Time,Low,2023-02-15,19.1
2820,F,Ship,4,4,174,2,low,F,11,1577,1,154.86,On Time,Low,2023-03-13,19.14
10239,A,Ship,2,5,111,2,low,F,5,4038,1,105.45,On Time,Low,2023-10-28,5.55
1952,F,Ship,5,1,165,3,low,F,27,1905,1,120.45,On Time,Low,2023-08-24,44.55
10326,F,Ship,3,2,188,5,medium,M,7,5673,0,174.84,Delayed,Medium,2023-10-01,13.16
880,B,Ship,5,2,244,3,low,M,8,3571,1,224.48,On Time,Low,2023-04-21,19.52
5962,B,Ship,6,1,249,4,medium,M,2,1326,1,244.02,On Time,Medium,2023-03-02,4.98
598,B,Ship,3,4,134,3,medium,F,31,1540,1,92.46,On Time,Medium,2023-08-15,41.54
9657,A,Ship,7,2,301,4,low,M,1,1339,0,297.99,Delayed,Low,2023-06-24,3.01
8031,A,Ship,5,5,238,6,low,F,3,1965,1,230.86,On Time,Low,2023-12-08,7.14
9537,A,Ship,3,2,222,4,medium,M,10,5720,0,199.8,Delayed,Medium,2023-04-21,22.2
7053,A,Ship,4,5,240,3,low,F,9,5794,1,218.4,On Time,Low,2023-01-01,21.6
455,C,Ship,4,5,133,3,low,F,53,1467,1,62.51,On Time,Low,2023-10-20,70.49
4223,C,Road,5,4,168,4,medium,M,5,5580,0,159.6,Delayed,Medium,2023-02-17,8.4
5563,D,Ship,4,4,228,4,high,M,1,5573,0,225.72,Delayed,High,2023-08-20,2.28
10654,B,Ship,2,2,157,3,medium,F,9,4547,1,142.87,On Time,Medium,2023-11-16,14.13
3289,D,Flight,3,2,152,4,medium,F,7,5943,1,141.36,On Time,Medium,2023-12-07,10.64
1590,F,Ship,4,2,199,2,medium,F,4,3351,1,191.04,On Time,Medium,2023-07-12,7.96
10470,F,Ship,4,2,262,6,medium,F,4,1644,1,251.52,On Time,Medium,2023-10-05,10.48
532,B,Road,2,4,179,2,low,F,19,1900,1,144.99,On Time,Low,2023-05-18,34.01
7322,F,Ship,6,2,226,4,high,F,7,5600,0,210.18,Delayed,High,2023-05-19,15.82
350,F,Ship,5,1,161,3,low,M,47,1954,1,85.33,On Time,Low,2023-08-07,75.67
2042,F,Road,4,4,162,2,medium,M,30,1158,1,113.4,On Time,Medium,2023-02-07,48.6
8811,A,Ship,4,4,266,7,medium,F,10,5901,0,239.4,Delayed,Medium,2023-05-24,26.6
264,F,Road,3,2,226,2,medium,M,45,1446,1,124.3,On Time,Medium,2023-01-27,101.7
4491,A,Ship,2,5,166,4,medium,F,3,4638,0,161.02,Delayed,Medium,2023-12-02,4.98
801,A,Road,5,5,170,2,medium,F,36,1278,1,108.8,On Time,Medium,2023-02-01,61.2
1370,F,Flight,3,2,152,6,low,F,7,1674,1,141.36,On Time,Low,2023-08-31,10.64
3824,F,Road,3,3,154,10,medium,F,1,5235,1,152.46,On Time,Medium,2023-12-09,1.54
8977,D,Ship,3,2,233,3,medium,M,7,5838,0,216.69,Delayed,Medium,2023-07-08,16.31
3784,B,Ship,3,3,201,10,high,M,10,5281,0,180.9,Delayed,High,2023-11-04,20.1
9486,F,Ship,3,5,98,3,medium,F,3,5553,1,95.06,On Time,Medium,2023-10-02,2.94
361,D,Ship,5,2,246,3,medium,M,49,3236,1,125.46,On Time,Medium,2023-06-01,120.54
7459,D,Ship,4,4,228,5,low,M,6,1853,1,214.32,On Time,Low,2023-12-15,13.68
44,F,Ship,3,1,174,2,low,M,44,1556,1,97.44,On Time,Low,2023-08-12,76.56
4597,D,Ship,5,4,270,3,medium,M,9,4992,1,245.7,On Time,Medium,2023-09-12,24.3
5362,B,Ship,4,2,251,2,low,F,10,4898,1,225.9,On Time,Low,2023-08-08,25.1
8808,F,Ship,4,4,224,3,medium,F,1,4231,0,221.76,Delayed,Medium,2023-02-23,2.24
5146,B,Ship,5,4,97,6,high,M,7,5509,1,90.21,On Time,High,2023-04-04,6.79
7859,C,Ship,2,3,239,6,medium,M,4,4022,0,229.44,Delayed,Medium,2023-05-29,9.56
8402,F,Ship,3,3,151,3,medium,F,1,5297,0,149.49,Delayed,Medium,2023-04-12,1.51
2367,A,Ship,5,4,200,3,medium,M,24,2078,1,152,On Time,Medium,2023-04-29,48
6293,C,Road,6,1,246,4,medium,M,4,1504,1,236.16,On Time,Medium,2023-06-10,9.84
5941,D,Ship,4,5,212,2,medium,M,10,4552,0,190.8,Delayed,Medium,2023-07-04,21.2
4810,B,Flight,2,5,198,2,medium,M,4,1913,1,190.08,On Time,Medium,2023-04-18,7.92
10873,D,Ship,3,4,177,2,medium,M,3,4240,1,171.69,On Time,Medium,2023-10-05,5.31
5126,F,Ship,2,2,206,5,low,F,7,5203,0,191.58,Delayed,Low,2023-05-07,14.42
1385,C,Flight,4,4,127,5,low,F,16,1955,1,106.68,On Time,Low,2023-09-20,20.32
3530,F,Ship,3,5,197,3,low,M,3,5658,0,191.09,Delayed,Low,2023-11-15,5.91
191,C,Ship,2,5,130,3,low,M,16,1092,1,109.2,On Time,Low,2023-06-06,20.8
7747,D,Ship,4,3,228,5,low,F,9,1044,0,207.48,Delayed,Low,2023-10-17,20.52
9261,A,Ship,3,5,204,2,low,F,1,4025,1,201.96,On Time,Low,2023-11-06,2.04
5644,B,Ship,4,4,144,2,low,M,5,4380,1,136.8,On Time,Low,2023-11-09,7.2
3607,D,Ship,4,5,244,3,low,M,6,1360,1,229.36,On Time,Low,2023-08-03,14.64
4038,F,Ship,5,5,243,6,medium,F,9,4587,0,221.13,Delayed,Medium,2023-04-01,21.87
651,A,Ship,3,4,164,3,medium,M,13,1158,1,142.68,On Time,Medium,2023-07-28,21.32
1175,C,Ship,4,3,260,2,low,M,38,2526,1,161.2,On Time,Low,2023-01-01,98.8
7716,F,Ship,5,5,262,5,low,M,6,1887,1,246.28,On Time,Low,2023-02-16,15.72
3200,F,Ship,4,4,301,5,low,M,6,1931,0,282.94,Delayed,Low,2023-02-27,18.06
601,D,Ship,6,3,133,5,medium,M,32,1367,1,90.44,On Time,Medium,2023-01-26,42.56
5577,A,Ship,3,1,144,3,low,F,8,5221,1,132.48,On Time,Low,2023-08-07,11.52
6880,B,Ship,4,2,251,6,medium,F,1,1154,1,248.49,On Time,Medium,2023-06-12,2.51
1654,B,Flight,5,3,260,2,high,F,63,2715,1,96.2,On Time,High,2023-08-17,163.8
2059,D,Flight,5,2,215,2,medium,M,46,3942,1,116.1,On Time,Medium,2023-06-05,98.9
665,C,Road,4,5,197,3,low,F,34,3784,1,130.02,On Time,Low,2023-01-19,66.98
6565,D,Road,5,3,257,5,medium,F,3,1953,0,249.29,Delayed,Medium,2023-04-10,7.71
473,C,Ship,2,2,189,4,low,M,9,3413,1,171.99,On Time,Low,2023-06-18,17.01
7423,D,Ship,6,1,255,4,low,M,9,1575,0,232.05,Delayed,Low,2023-01-12,22.95
8761,D,Road,4,3,187,6,low,F,9,5872,0,170.17,Delayed,Low,2023-05-21,16.83
7437,A,Ship,6,1,232,5,high,M,10,4345,0,208.8,Delayed,High,2023-11-09,23.2
5264,F,Ship,7,4,283,5,low,M,6,1882,1,266.02,On Time,Low,2023-01-31,16.98
9577,D,Road,3,4,192,4,medium,M,3,4030,0,186.24,Delayed,Medium,2023-06-19,5.76
9326,F,Flight,4,1,271,4,medium,F,2,4133,1,265.58,On Time,Medium,2023-04-10,5.42
1484,F,Road,4,4,151,3,medium,F,6,1930,1,141.94,On Time,Medium,2023-07-01,9.06
108,F,Ship,4,5,216,3,high,M,26,2053,1,159.84,On Time,High,2023-06-01,56.16
8340,F,Road,5,1,291,4,low,F,3,1663,1,282.27,On Time,Low,2023-05-02,8.73
4894,B,Ship,3,4,241,3,medium,M,3,4047,0,233.77,Delayed,Medium,2023-05-04,7.23
8956,B,Ship,2,2,247,3,low,F,4,4686,1,237.12,On Time,Low,2023-04-04,9.88
10743,A,Ship,5,3,219,6,low,F,9,1019,0,199.29,Delayed,Low,2023-11-11,19.71
1411,D,Ship,3,4,110,3,low,F,55,1281,1,49.5,On Time,Low,2023-08-09,60.5
10995,A,Ship,4,1,252,5,medium,F,1,1538,1,249.48,On Time,Medium,2023-06-26,2.52
10376,F,Ship,4,3,216,2,low,M,4,5997,0,207.36,Delayed,Low,2023-01-10,8.64
5358,F,Flight,4,5,183,2,medium,F,2,4533,1,179.34,On Time,Medium,2023-01-15,3.66
10790,F,Ship,6,3,136,3,low,F,10,1826,0,122.4,Delayed,Low,2023-01-06,13.6
4505,C,Road,6,2,263,6,low,F,4,4591,1,252.48,On Time,Low,2023-03-02,10.52
